,original_id,sequence_length
2da4f50be2cee1134a6ff6ffaa0c724f,seq_232879,264
88a354f31bd8e968b5dfbab46f0ad55c,seq_154772,264
c364610cf98e8dc8770863e73af0d0f5,seq_129007,263
b3a69c47712483d6d5f72bbfa71d83cf,seq_185787,263
69495a2ccceba2ca7dce3edd2cdbbebf,seq_174205,263
3ecbddd507cdddcba002d11353026664,seq_106362,263
ff374bb7d3fdff41d9bf528641e79088,seq_101599,262
6d07b8e0d2b66de9808987fdd43b6023,seq_94155,262
46bdfe37f8a6295cb54da4a15fc6dbee,seq_216302,262
95eb0b21466c2c51309441bc9e0dc40b,seq_17488,262
7fbb6e265b50e10cb5e30f5d903cd493,seq_160363,261
c3b974f2a205db738b37e33f4aedeecb,seq_231275,261
6d4445c0309a851e310f4bb47f716ce9,seq_136429,261
5485adeb124be499a772dd992444acfb,seq_253710,261
6ed40db39aa4364b2e0fda879f3ea07e,seq_105758,261
f5912727e2ee3e8a6987018d7498d292,seq_114415,261
1d4d26ed9a267995981e16aeb405ae65,seq_93545,261
6c0d61571fea65ce435c6f086a4873c0,seq_36007,260
f98254814770838206d1e0608410f751,seq_192864,260
219a0e3d84f3ac743c50f7d478348d68,seq_109723,260
58cf5850869fa45667905671c0875841,seq_112630,260
c6ba5a745537d707dcfca84c59200626,seq_110355,259
c9e34c88992a6a05f5d0a9790a4b487c,seq_66560,259
17dc33d888e28ed6a52767b000fd03f6,seq_105712,259
8105885c343ace4cf70da2ca7eb6561d,seq_109330,259
a113164bb566ac6c181f10c5ee2cf3f3,seq_82456,259
b46067b1fa8f83c1500349633ba66a8f,seq_225994,258
5fcbdb61fac0167f99175632fee020d3,seq_30671,258
febfa817e7351add5ed0d333ed00d779,seq_57051,258
9b534720c04c0eac5fde5c85ea16a2b5,seq_224116,257
4dac8b807478f585a6c39f427c395652,seq_90741,257
3b6d6853167c615ac9857f98b8cdd6a1,seq_150345,257
1bb53850a0f8827b54fac9308d24bbbe,seq_53949,256
bfd2ce99a6a8bb11c11bf6fc7eb2d5ef,seq_178189,256
5da22884e6201ec609ea52dccf61bd24,seq_110729,255
dff80d033bd75fcbcb105886354d566a,seq_78187,255
e8a1c2aaadfe33d058ed3c053d0548ad,seq_41077,255
fb0ab20186ac6fb2bf60f535c1e0a2fa,seq_234719,255
a6d9d4013874afc50420b211d60d9d80,seq_207856,255
7b15530862bc6feeadad12f358636f2e,seq_181544,254
77449c68f626a414d7c78290eda31794,seq_125659,254
a49ea7c91e71a06da859e8a2ec1de74a,seq_110668,253
0808715559eef481889d97684b0af79b,seq_164504,253
6645d1cf6786a9e409a09bbd679d51c1,seq_97705,253
23657e354c070466923177f42233443d,seq_87263,252
23e787c84116b0730447bee199d255d6,seq_33916,252
663edb70e0ec49fa812d677e5761536f,seq_214173,252
397b3ae93855eb67efba538f0b8903e0,seq_106313,251
74ffaf734eab2eb3d0636fb679e75f61,seq_47418,251
c8ff96cbacdb856f1dd88d12e1152d2f,seq_100757,251
426474dd9fc106d8275bde6b34eac056,seq_74107,251
810de8519157e038169d13887fb80f63,seq_208977,250
d87ac4a2e81587afdf7acd9885b8a647,seq_135651,250
0632e0539b957274d8a639b36aede4a9,seq_4773,250
1a87cac73a59575de61657fd3bd08313,seq_249040,250
052119cfff1f1ad99d5239a6d71dec2a,seq_215576,250
c0b976391d4d0c263fd8160f0814c00d,seq_128086,250
83cb1f439ec141743467c7df4da13660,seq_192544,250
f4d0f80346d7877bebe19646dfd8da9d,seq_76980,250
dfe1b480fa6ccd1b46d83f8341ad8675,seq_185718,250
e1916d8ba7f6366d0e507014c9d1e42e,seq_78090,250
2f68b29a039ce9a383abeb6666010c19,seq_71310,249
9b69ae718559797dc8ae6c1d363cb74b,seq_72305,249
9eaa11b062a65e9c1351d2469e3c1a7f,seq_219755,249
9bdc668e58b3d46183e54ba7a42ce34b,seq_185912,249
92b51c9475d16f4ff6d97eb4710a9658,seq_156414,248
14beafb06e3d443759ed290e5b4ae0fa,seq_26340,248
a80c4c1df31cac702688b184e04aca33,seq_149099,247
4f87e423d724f075c3c5a3aeca2d96f0,seq_181481,247
76448437056cc058965aa80d74f2bf53,seq_109855,247
f5b2dc35efc78e62407ec555891f64f9,seq_95184,247
8e1c06df2b2c4f825ca6464ed61d38c5,seq_120380,247
1b517f44355990807248fff5b4e8381b,seq_101694,246
1b1bd1bf40051a2964291f0252dcdd30,seq_260108,246
5969c798d4f518bebb05e7fefd0df595,seq_46004,246
4e6a07b343ffd3a5597dc2bd1e55fb80,seq_88754,246
221385a1d139ceb0c892cbd55a6d155a,seq_120220,246
94ba1e8fcd062461153c02fa39b34391,seq_128401,245
9b3a2304e7f25fe54277319d80d3d823,seq_142710,245
e0113fad3264207100418dc1522ee168,seq_268572,244
ee5a225ffb31a8fd8df0a9f0a538a089,seq_120432,244
7672c358bb4a0cd44eaf38875d8b09fe,seq_75099,244
7fb5fcbbd48460efeb5b463e6b1783c9,seq_160112,244
4071944e252b2de739f37e5145fe1a9b,seq_112914,244
826b15edf22a1faedf50e3a14b0ef751,seq_4377,244
280cbb7b0fab553235d6246f4cb8128c,seq_80731,244
d4e4a634f7744adc319675c0ffdf8c4e,seq_38389,244
fa3b9a3da7bb7a297464599fa1a231e5,seq_173533,244
c253e121ebe9828efbeff3df31cc07cb,seq_142719,243
58afcaea28763b1ff0fc72554dea22c4,seq_162243,243
a89a71bb6f7997558f8d012368d4ff20,seq_98599,243
4acc81b3f4b6b34c4b70322d1162b07a,seq_177820,243
6a0a184001cae3bd31d3b31b63d2e345,seq_90498,243
fbb4605c26d77b031092cc46667b0836,seq_168925,242
a5aa0593b7e8ef76d505e8447b797eb1,seq_178538,242
2acdaebed3e2e8e918216a6a392414a1,seq_80233,242
3bebe55b1cc30c10109d096fe9270dee,seq_225009,241
06e37369f59e32c39f17fb4510fcc366,seq_86432,241
2df9161221eb90f919d4896e4e680a03,seq_120222,241
d6f314732cdfd9c4e48eb9d5164880fc,seq_21851,241
2ea7f41577c2212e72a82e88ba34f9d4,seq_244779,240
7a2f6a688ae172515bbcca7f3dee907b,seq_178420,240
7c0c3bfaf12f9593841427bf51191e4f,seq_128805,240
eeb99aa44863816f6db45b7a3555d04c,seq_171092,240
8a03600619da6775aad5edd7aed500a6,seq_79198,240
c3929584e5764e90b85585ffda5b90b2,seq_174076,240
734d7292140118d3b463e2668a1aa26d,seq_3958,239
5b1f5069c6d71018a5efedf1ae7e11dc,seq_41425,239
bbec4e686756b849a9b12d50048c3961,seq_153762,239
0ee2cb8147fba9c71088ab84ae118527,seq_4064,239
a95573ee142f883b36c0318a8f9c2dde,seq_251803,238
21640030b30f325042cc4e25b00447d5,seq_174656,238
1ce8a2c2325c906a87ac0ab967444438,seq_26090,238
ef5ffdb26f26a97f930d7a6569288c3d,seq_148797,238
6eeefa205d46922bb3a54e1ad3223848,seq_47568,238
2986a35cdc119c99d30710cba0ea0603,seq_214731,238
c83d2e338a06c322e9cb750f433a09b3,seq_95212,238
8748d0903e26ca6e1e679d0b7bf8d70f,seq_169899,238
2f13308d3e3ed41f3e6b625d80485879,seq_125541,238
357c677b2cc2fd410591dc0aca228788,seq_230288,237
d08555cd895ec3b00883a94da7e8e52e,seq_160405,237
1d0488c224a829edd0f789460ac09678,seq_21538,237
bd864cca49c4a41bf6d4f591050d3621,seq_94682,237
7e584dabe43a384ce57c62e6d0eae54a,seq_168482,237
184ece8fa8b43bc5216fd17813826e3b,seq_128603,236
0118c975d22794169e64f627febe4876,seq_162191,236
5dfaa0e7636f44fb1bbc254b7295efe6,seq_256000,235
8a0a3f18484cb8540294dc4787eee2ab,seq_105297,235
5096b3b585d86d9fc3cf2967c1eed69c,seq_32380,235
d5abb34be21775dca22b68ba732f1a74,seq_126789,234
7998ab0f1410906e9f8a16fe0b8e0ae9,seq_157815,234
0107217f397346dac5f09fa40b3d2f9c,seq_189550,233
4a3a6aef487e005fddfe2f52fad4ea6f,seq_142790,233
73084e839439d27b74b86c43cb96b900,seq_158262,233
8433849a1a88d7b3e67d14b18621ed5c,seq_142797,233
93fa0a19f87d6f2ea2525830733584b5,seq_133178,233
2e66916ccb913e8e47eb1233c8a77961,seq_139126,233
0b67e00671fb23cae7c6bacbf970adaf,seq_174708,233
c2a2c8ebd29254b0ccf0f6cff0908c5c,seq_19852,233
a06e79e00ad14db6b710fdacf7f55d7a,seq_116514,233
11985a3d246f43ca04a18adbe64c7d7a,seq_12302,232
d132a8c0e8d63486bb544d89a76348ab,seq_133957,232
71ae97b70cb312a620488eab7111436c,seq_26187,232
be35afc8c9aed80abe912650636073e0,seq_92986,231
2cbe682d5e5a35b3b543467383fe12da,seq_108102,231
c3544030f79fb563c9261ddc1bea402c,seq_142826,230
fcaf3ced8f770c27c6e35b84b8205df9,seq_152361,230
57cc8ba46d5ebba6c31395d9c7d53777,seq_34537,230
c53a03c90e80e8b0f49eab4d844c7b37,seq_167238,230
43fe2d522ff39c5bfa520cdcccf408b7,seq_167861,230
445a99e2c8d5135dcbf1a2fa1f82a843,seq_211406,230
fa84deff9077a46c5e1c7350eccfed07,seq_83119,229
3ed7fee3bfd66f0c680bd30b84a3b487,seq_219780,229
009571b00164e8a294f9d4119136582a,seq_183375,229
f3298641646eb24c411c543b7b41392c,seq_169443,229
3b61b9a59b79b4edf6290ce7eed23a20,seq_192800,229
2142f0d387732096c299acfbc95838a3,seq_176562,229
2feb1f8bb7bdd431b1d2d11949cd93c9,seq_12468,229
efc3cd58569a1ffed5ad6010c9a55bcb,seq_58361,228
ef332d57a27e72b91d5f700f22659790,seq_106971,228
87088cd88bd89e8c78de08fd91069de1,seq_162447,228
3a2b7e0c1382e97383cffa9bdc79bdad,seq_149914,228
397f374ffa27cc6b634f1a88a3a5d2aa,seq_231112,228
ff229db1b16d8be542bbce33253378ac,seq_226924,228
7d5b427e7a9f09393fbfc34118433b5c,seq_50886,228
de4ce9b2aa4e1c90c2dedcb53290485b,seq_175134,227
2d1a72538f32c24dd9be406358e27e80,seq_30183,227
1bd549cbc8e6fb189d8e2248b08850c7,seq_106326,227
1516dcd8b135295ec5a44fc89d330c18,seq_254739,227
493ed2ed9c649b15aa055c05890cc75b,seq_231231,227
87cce67d9a955234aa1c4f3c5918638a,seq_152022,227
3a59bfd22eb205defb8584fb4cef27bd,seq_148043,226
9e0909cc689e86c8683bbcf015aa6e70,seq_215327,226
03b106f0039031cf9869886426b0f6b7,seq_142866,225
8e852d8205511c02c361c5cd679e614e,seq_22896,225
6df4b333710c125f217590ec11a51cd7,seq_247270,225
bad191c45e23479a1bd92ea5c92d6462,seq_17369,225
7f6d18dbd619e4b372ac93e0b24de523,seq_56703,225
1afd44b0746c0bcd7d4ee8e22c5b6ce4,seq_158025,225
7143d5b670f7de3ef6c03f82f9d22cfe,seq_166374,225
a489ada9df1be55c67215c09b580ef2e,seq_162883,225
0fdc606ead9dc25a364ef0f100497314,seq_3813,224
cfe5b9f57985e27d5682f32d1e43e9c2,seq_245264,224
54657bf0ac45908b40f8315448d5f048,seq_233392,224
426b36579d111255e2280b7148b4e58a,seq_70093,224
bf0dff51abed93ea5149bd49681e16d9,seq_48187,224
d146e7711d637f4cc86cb76da3bcc499,seq_40969,224
78832b65ffb342fd492a0db0c0a2e5f2,seq_71656,224
d60da33027a65b27ae37097e1aba4c6f,seq_209961,224
a661318ac48a593dadec5c49d162d3ae,seq_60586,223
a7dd0fb474bf50a3fc9d825b64706bfe,seq_178988,223
123a896976b9676404b4f570698f2aab,seq_170540,223
bd5f830c4576a4086c8739477d062fd0,seq_110299,223
7f2608826ba682098d6c361096dc5279,seq_108686,222
871e57acd61164ecb3799e3d96dfe186,seq_229278,222
45cde2e56aefed6c6aa89c5af4795bfd,seq_210548,222
58c55d2a87ad726a23bc3918dda22bf9,seq_10629,222
bdf8425f5d22575aca69558db1aa3170,seq_14119,222
9fc75a5cc5d2aaf88ab4eff22c8847ef,seq_4185,221
7c4ece97dbaca19be8dbdeb10835ee6e,seq_10366,221
8421571ff46c1a9d58f25af634b40af7,seq_163551,221
21d820ef316fd34cf50f2d42ddeccd94,seq_167297,220
e53cedfc73b7c5727148c1b494545693,seq_30587,220
1ea384b8e5c8825a30f39cee589ec3d8,seq_185083,220
060f4994fe318c56e413a2fc9405e3f0,seq_49233,220
e4aa08f3e7e587f92feb02bb31ef3b97,seq_184271,220
d127128918f16fe71a23985055f12676,seq_241036,220
86fdf32e9774fc48eeb3572e7f724bb6,seq_73110,220
b25d488f4071c90d331c94564666c302,seq_90128,219
974f9b2f142e0a1cb31bc802fb50ebbe,seq_69689,219
745bc4df92c702e8c8a382242cb0d303,seq_9981,219
e40d206db7406c5d3c3f867c27ced8a5,seq_100738,219
dbad83e34b4cb20e60cff2fe97fbad82,seq_85220,218
7c52632ef5fbeb3143bb8e53e2443e17,seq_21093,218
be7df4421e86054f3896a4994fdcacd9,seq_137759,218
531f7b074f27f44e32e81d4ea132b4af,seq_232307,218
32fb2820bbdf9fc23daedb7abcf1e69d,seq_142921,217
1114b1b3fd88056cd87e4e9e0138c0b9,seq_27412,217
5d1b247bfc2fd75d1f22892de3645993,seq_82904,217
d32ec8854ca25a934f0ec8a38e7150e9,seq_162983,217
cd3237f004817a7857971e9fd731ebd6,seq_136315,217
ed65cb720474061e4a77f0ab82ba464f,seq_115160,216
ef8ddf022b9c23da7dafa275b5a3dedd,seq_67740,216
4174bee516bdd4c33446a2eed37270ec,seq_81844,216
2f0a1058cdeead245b051c15209b876c,seq_228102,216
f75724876fbc68af3f1cf3116c438588,seq_258385,216
23dbfaecb80cca4bd810abb4d2eb00bf,seq_132321,216
f57861fe03263ff9697c0fc12a8318c2,seq_4740,215
2106be891a2515ee972a8bc4d00bd98c,seq_86230,215
3a98f2059f7e9361e2776130200c2dce,seq_73501,215
cac2a1c490e0fa0aa9f908826491de4a,seq_216329,215
fad962a628b78b15a0edeea631226591,seq_265634,215
1b63e6d7597adca806e4a26e2cbee93b,seq_86041,215
d77514bd22ea234e6e1b5ad05b19f052,seq_79532,215
da7e094623a9e4b908a0e686a10ab16b,seq_206596,214
050b667ea2c902ca29b146926fa6ca2a,seq_152606,214
207dd6bbbcdba82533bd4c22dec69a09,seq_194294,214
8251df19c04689e4ba2cb4a4f0122898,seq_26167,214
6ae8b196eadaa42214f23edbebac09b6,seq_89033,214
406c37f2e108881593d3a6a570809141,seq_31854,214
74288be6d91a79b155f9f5e8e98bceee,seq_123959,213
05e041218448b3424617469b7047c3cb,seq_87256,213
7457b3ce610a1d2954f6a4785203fd1e,seq_21465,213
1cf3726c9262fe6a56e21377f7fa8458,seq_58688,213
a8dfdf219285364d861f085ee546d929,seq_116837,213
c8512f29589895202e515ebd9f581585,seq_236743,213
511fac621f501c618a01ec26693f82ad,seq_112690,212
8d4f7455aa92cf12c6c1ccda2072207a,seq_131896,212
7dff5c00c62e83c3ff7099bcafa83c00,seq_173628,212
3132859cbc996aa430395c094c47deb3,seq_157763,211
d558e9642f1c4064c547c6893909de97,seq_89088,211
df3ac0709547874370417aa1097b1daf,seq_107667,211
a58444a387ed6d0f9d69c6c7a873e3fe,seq_126332,211
2cd8c3a9ea710825486a305b33e37c3b,seq_96331,211
4b02bdeeb20c87a7022453f244b4f923,seq_132459,210
663a46962ae454f87ed30698c0888a7f,seq_151205,210
9100b3e5cb3bb446d914236d687b89ec,seq_109809,210
0b9e3c549a4b3850f0514f18560d3057,seq_3818,210
d09983630bc539f751c8a2a1476e98ec,seq_82952,210
86bf9b6177a384741f0d71f380f976f9,seq_164040,209
50119e5c8698cac3af791287393cc4b4,seq_4019,209
d769d7b41cf6d2c19f528e8ad6930b1d,seq_178553,209
f7446540cd2a249e3672ab4595c1b348,seq_131419,209
ebb422384221a4b0fc2195267f400bd3,seq_155630,209
fbbf77eeb393620dded61e9f605d76b1,seq_93596,208
81e2ba822a1f5d8ef57c9c17aed214ba,seq_107312,208
ef112d89884495af14743fb90a4ab666,seq_49668,208
ad119b513b0bc2a39b918d6c5da316c5,seq_3930,208
938dd4df78aa2e14d0bc102234aa63d9,seq_166867,208
3ff3df95ad4bfae5a48b6f615700e246,seq_56342,208
8170671446cedbb19f9d5e0358ff1921,seq_70720,208
4a18f28fcf5714c35f05b47e9ee72a7d,seq_112620,207
bb09721bffccd30a8a0f013dab490d67,seq_90502,207
81668026942a60acc022aaf8c3cc1272,seq_161315,206
3b26c2fe6d4d8520fc9bb1508058e30f,seq_183950,206
5b2f9d78214d837792c4d5863f8cfdf3,seq_42199,206
cdcfc61cc62d8d935463f44678c583e4,seq_242118,206
b90f2328a4c6f1cbbcbed87eadc26a7e,seq_120768,206
6e3abafda766d308c0f1db9ded7e5714,seq_240410,206
2734a2de678727d6c986f77884df5a0f,seq_103862,205
8e00d7833ffe1726ce26b68cc1647454,seq_95067,205
0eefaed898c9eea625c2ea8c9538b570,seq_123306,205
f2516cc1a7a69de85e9dba142ce8c551,seq_156668,205
df3587ab5248fa5a2c2036b9b9797c91,seq_103203,204
27a438b96b93f9aa73305e927b5d8a08,seq_25769,204
f5e4a983ba9f33f90565c0d36a6daaf6,seq_251892,204
af20723e2c2f8c27000006a75b008ed3,seq_260238,204
78b9b41941db57222de0de1f67e46cdd,seq_52892,204
779fa67d3db9eb70dec7aadf62938d21,seq_213175,204
89c49a9baf62b6c22ac59415be877123,seq_219865,203
db45f0c42eb077a1426cbc2003f4b61f,seq_4742,203
292e225467877bccfc2fa89eed49da4f,seq_78762,203
ce34bdeac1b73e4182a6506e20b5d6cb,seq_171695,203
db6ef35885e809dc5d098814e9634f25,seq_157760,203
d0712f15be144fa09336dd8fa7639324,seq_125134,202
0b00ba2afbe65a60b91bcc383e44b73c,seq_120171,202
05a44120bae15857ee8c4f2ac3cad2f6,seq_150144,202
98be92fe7231e02f7926926b9c6a08f4,seq_166989,202
f4da9654de6d4fea79a6816e36968e25,seq_74566,202
261d7ede1ac35a4021d365fe2f03a6a3,seq_143063,201
95adcb875b40a38a8e4b3a1654b93e90,seq_232327,201
3a8609108636d368d9b3750bfc7ee68a,seq_176716,201
58bd541e847f725dc5c72d520c123f15,seq_186582,201
68341d1d730d13b4d6794d3b7e241e41,seq_115105,201
bf8dd0b648d4e13072e389be0369acf6,seq_85529,201
c17736843571d71f3cd691be975c5862,seq_149409,200
1d63e09164876978e090d724100cb2dc,seq_88160,200
bb6ac14fbb5106b9b7ee047bb2feb49f,seq_154781,200
7e6ee784767a8722f55edde7ab1c7fb1,seq_184339,200
9d8f4ae8770d3dfe6d221959295e10b2,seq_128721,200
